age,citizenship,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence_district,type_of_injury,ammunition,killed_by,event_year,event_month
36.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
25.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
64.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
17.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2021,5
29.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2021,5
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2021,5
31.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
33.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
40.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
48.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
58.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
18.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
18.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2021,5
21.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2021,5
44.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
15.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
2.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
33.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
33.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
29.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2021,5
34.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2021,5
27.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
31.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
32.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
27.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
29.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
30.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
21.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
23.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
28.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
35.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2021,5
38.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
25.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
37.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
23.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
36.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2021,5
26.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2021,5
23.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
23.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
27.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2021,5
27.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2020,2
38.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2019,12
16.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,11
33.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
45.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
1.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
2.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
12.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
40.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
7.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
39.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
13.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,bomb,Israeli security forces,2019,11
29.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
35.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
7.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2019,11
28.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2019,11
23.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2019,11
22.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2019,11
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2019,11
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2019,11
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
30.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
27.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2019,11
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
54.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2019,11
38.0,Palestinian,Gaza,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,11
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2019,11
26.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
43.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
23.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
35.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
41.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,11
38.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2019,11
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
28.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,11
27.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2019,11
14.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2019,10
28.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,live ammunition,Israeli security forces,2019,10
20.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2019,9
14.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,9
17.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,live ammunition,Israeli security forces,2019,9
22.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,8
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2019,8
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2019,8
26.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2019,8
26.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2019,8
21.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2019,8
19.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2019,8
29.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2019,8
20.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2019,8
24.0,Palestinian,Israel,Israel,M,1.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,8
27.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2019,7
24.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,live ammunition,Israeli security forces,2019,5
30.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
46.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
11.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
48.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
29.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
30.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
23.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,5
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,5
33.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
26.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
36.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,bomb,Israeli security forces,2019,5
33.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2019,5
37.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,bomb,Israeli security forces,2019,5
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,bomb,Israeli security forces,2019,5
25.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
60.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,bomb,Israeli security forces,2019,5
35.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,bomb,Israeli security forces,2019,5
50.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,bomb,Israeli security forces,2019,5
33.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,bomb,Israeli security forces,2019,5
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
24.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2019,5
18.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,5
30.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2019,5
34.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
33.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2019,5
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,live ammunition,Israeli security forces,2019,4
15.0,Palestinian,Israel,Israel,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2019,4
20.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,3
19.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,3
16.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,3
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,stun grenade,Israeli security forces,2019,3
24.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,3
29.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,3
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,3
22.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2019,3
14.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,3
23.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2019,3
14.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,2
22.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,teargas canister,Israeli security forces,2019,2
16.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,teargas canister,Israeli security forces,2019,2
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,2
13.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2019,2
29.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,1
24.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2019,1
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,shell,Israeli security forces,2019,1
47.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,teargas canister,Israeli security forces,2019,1
13.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,teargas canister,Israeli security forces,2019,1
44.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2019,1
26.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,12
18.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,12
40.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,12
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,12
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,12
4.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,12
26.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2018,11
28.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2018,11
21.0,Palestinian,Israel,Israel,M,0.0,Gaza,gunfire,missile,Israeli security forces,2018,11
23.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2018,11
22.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2018,11
27.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2018,11
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2018,11
21.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2018,11
24.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2018,11
19.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2018,11
29.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2018,11
23.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,11
20.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2018,11
37.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,11
28.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2018,11
20.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2018,11
17.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,11
25.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,10
13.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2018,10
14.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2018,10
15.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2018,10
27.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,live ammunition,Israeli security forces,2018,10
19.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,10
22.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,10
37.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,10
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,10
21.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,10
21.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,10
18.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,10
33.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,10
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2018,10
27.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,live ammunition,Israeli security forces,2018,10
21.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2018,10
18.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,10
29.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,10
21.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,10
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,10
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,10
18.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,10
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,teargas canister,Israeli security forces,2018,10
11.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2018,9
18.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,9
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,9
32.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2018,9
25.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,live ammunition,Israeli security forces,2018,9
